HEDLEY N,49.364,-120.069,BC,9.7,0,NA,27.5,0,-2.5,0,0,0,NA,56.6,0,NA,0,10,,,NA,255.8,0,1123370
JELLICOE,49.673,-120.333,BC,7.7,0,NA,27,0,-5,0,0,0,NA,49.8,0,NA,0,9,,,NA,320.2,0,1123721
KELOWNA,49.957,-119.378,BC,8.9,1,NA,22.2,1,-3.8,1,,,NA,0.5,5,NA,,0,,,NA,271.9,0,1123939
KELOWNA UBCO,49.941,-119.4,BC,10,0,NA,23.2,0,-0.8,0,,,NA,32.8,0,NA,,7,,,NA,246.8,0,1123996
KELOWNA MWS0,49.95,-119.4,BC,9.8,0,NA,23,0,-1.6,0,0,0,NA,46.6,0,NA,0,11,,,NA,254,0,11239R0
MERRITT,50.113,-120.778,BC,8.8,2,NA,24.5,2,-4.5,0,,,NA,27.8,24,NA,,4,,,NA,265.4,0,1125073
MERRITT STP,50.114,-120.801,BC,9.3,0,1.7,23.5,0,-3,0,0,0,0,35.2,0,128,0,7,,,NA,268.9,0,1125079
OKANAGAN CENTRE,50.056,-119.445,BC,11.2,0,2.1,21,0,3,0,0,0,0,43.2,0,136,0,9,,,NA,210.8,0,1125700
OLIVER STP,49.179,-119.545,BC,13.1,19,3.4,24.5,19,0,10,0,9,NA,20.1,9,NA,,4,,,NA,59.3,0,1125766
OSOYOOS CS,49.028,-119.441,BC,12.1,0,2.1,24.6,0,-0.5,0,,,NA,15.2,0,NA,,5,,,NA,183.4,1.8,1125852
PEACHLAND,49.783,-119.717,BC,11.4,1,1.8,20.5,1,2.5,1,0,1,NA,44.8,1,NA,,8,,,NA,199,0,1126070
PENTICTON A,49.463,-119.602,BC,10.6,0,NA,21.3,0,-1.4,0,0,0,NA,40.1,0,NA,,9,,,NA,229.7,0,1126146
PRINCETON A,49.468,-120.513,BC,8.5,0,1.7,28,0,-5,0,0,0,0,39.4,0,151,0,7,,,NA,295.6,0,1126510
VERNON AUTO,50.223,-119.194,BC,9.8,0,NA,22.4,0,-0.9,0,,,NA,34.3,0,NA,,8,,,NA,252.9,0,1128582
VERNON NORTH,50.344,-119.271,BC,9.6,0,1.7,21,0,-1,0,0,0,0,46.4,0,112,0,10,,,NA,260,0,1128583
WINFIELD,50.037,-119.415,BC,10.7,1,2.4,20.5,1,2,1,0,1,NA,45,1,NA,0,10,,,NA,217.7,0,1128958
PRINCETON CS,49.465,-120.51,BC,8.3,0,NA,27.6,0,-4.7,0,,,NA,32.5,0,NA,,5,,,NA,300,0,112FN0M
SUMMERLAND CS,49.563,-119.649,BC,10.5,3,1.4,21.1,3,0.7,1,,,NA,38.2,3,NA,,7,,,NA,211.2,0,112G8L1
GRAND FORKS HARDY MTN,49.037,-118.491,BC,,,NA,,,,,0,0,NA,41,0,NA,0,8,,,NA,,,1133273
MIDWAY,49.004,-118.772,BC,12.2,18,4.9,27,18,-1,18,0,18,NA,0.6,18,NA,,0,,,NA,75.7,0,1135126
BILLINGS,49.017,-118.228,BC,10.9,0,2.7,23.5,0,-1.5,0,0,0,0,44.4,0,127,0,9,,,NA,220,0,1140876
CASTLEGAR A,49.296,-117.633,BC,10.5,0,2.5,21.9,0,-2.5,0,0,0,0,39.1,0,76,0,8,,,NA,233.9,0,1141455
CASTLEGAR BCHPA DAM,49.343,-117.774,BC,10.9,2,2.5,23,1,2,1,0,1,NA,31.6,1,NA,0,8,,,NA,205,0,1141457
DUNCAN LAKE DAM,50.239,-116.972,BC,21,30,14.6,30,29,9,29,0,29,NA,9,29,NA,,1,,,NA,0,3,1142574
KASLO,49.913,-116.921,BC,10,2,2.6,21,2,-0.5,2,0,2,NA,55.4,2,NA,0,7,,,NA,232.4,0,1143900
NAKUSP CS,50.269,-117.817,BC,8.8,1,NA,18.8,1,0.2,0,,,NA,50.8,1,NA,,7,,,NA,275,0,1145297
NELSON NE,49.586,-117.206,BC,10.9,2,NA,23,2,0.5,2,0,2,NA,70.2,2,NA,0,9,,,NA,205.2,0,1145442
NEW DENVER,49.996,-117.37,BC,9.9,0,2.3,20.5,0,-0.5,0,0,0,0,57.6,0,82,0,9,,,NA,252.4,0,1145460
NELSON CS,49.491,-117.305,BC,11.2,0,NA,23.2,0,-0.1,0,,,NA,35.9,0,NA,,7,,,NA,212,0,1145M29
WARFIELD RCS,49.112,-117.739,BC,11,0,NA,22.4,0,-1.6,0,,,NA,46.6,0,NA,,7,,,NA,217.9,0,1148705
CRESTON CAMPBELL SCIENTIFIC,49.082,-116.501,BC,11.1,1,NA,24.7,1,0.9,0,,,NA,31,1,NA,,2,,,NA,207.2,1.3,114B1F0
NELSON RIXEN CREEK,49.512,-117.399,BC,10.1,0,NA,21.5,0,-0.5,0,0,0,NA,65.4,0,NA,0,10,,,NA,244.1,0,114EMDM
CRANBROOK A,49.612,-115.782,BC,8.1,0,NA,23,0,-6.5,0,0,2,NA,16.6,3,NA,,5,,,NA,306.4,0,1152105
CRANBROOK AIRPORT AUTO,49.618,-115.789,BC,8.1,0,NA,23.1,0,-5.3,0,,,NA,12.4,0,NA,,3,,,NA,306.1,0,1152106
FERNIE,49.489,-115.073,BC,,,,,,-7,11,0,7,NA,104,7,NA,0,5,,,NA,,,1152850
FORDING RIVER COMINCO,50.149,-114.855,BC,5.9,28,4.2,21,23,-9,23,0,23,NA,20.8,23,NA,,2,,,NA,36.2,0,1152899
FT STEELE DANDY CRK,49.524,-115.461,BC,8.8,24,NA,27,17,-3,18,0,17,NA,22.9,17,NA,,3,,,NA,64.4,0,1153034
KIMBERLEY PCC,49.632,-115.962,BC,8.4,10,2.7,23,10,-6,10,0,10,NA,11,10,NA,,3,,,NA,202.4,0,1154203
KOOTENAY NP WEST GATE,50.631,-116.061,BC,8.6,7,3.5,21,7,-3,7,0,7,NA,14.2,7,NA,0,4,,,NA,225.2,0,1154410
SPARWOOD,49.745,-114.883,BC,7.5,0,2.7,22,0,-6,0,0,0,0,43,0,88,0,5,,,NA,324.5,0,1157630
SPARWOOD CS,49.745,-114.884,BC,7.3,0,NA,22.5,0,-5.8,0,,,NA,19.2,25,NA,0,3,,,NA,332.8,0,1157631
WASA,49.807,-115.631,BC,8.6,1,2.8,22,1,-2.5,0,0,1,NA,28.8,1,NA,0,7,,,NA,283,0,1158730
ASHCROFT,50.708,-121.281,BC,11.1,0,NA,24.5,0,0.9,0,,,NA,6.4,0,NA,,2,,,NA,213.6,0.3,1160515
BLUE RIVER A,52.129,-119.29,BC,6.6,4,2.1,18.1,4,-3.7,4,0,4,NA,81.8,4,NA,0,14,,,NA,308.4,0,1160899
BLUE RIVER CS,52.129,-119.29,BC,6.6,0,NA,22.2,0,-3.7,0,,,NA,89.8,0,NA,,13,,,NA,354.6,0,1160H99
BUFFALO LAKE,51.709,-121.083,BC,6.1,0,2.5,22,0,-7,0,0,0,0,35.8,0,83,0,8,,,NA,367.5,0,1161104
CLEARWATER AUTO,51.653,-120.082,BC,7.7,0,NA,22,0,-2.3,0,,,NA,47.7,0,NA,,7,,,NA,319,0,1161650
CLINTON A,51.266,-121.685,BC,5.3,0,NA,20.9,0,-6.5,0,,,NA,18.5,0,NA,,5,,,NA,394.5,0,1161662
CLINTON RCS,51.146,-121.508,BC,6.5,0,NA,21.3,0,-3.3,0,,,NA,22.4,0,NA,,5,,,NA,357.7,0,1161663
CRISS CREEK,51.03,-120.728,BC,5.9,1,2.5,21.5,1,-6,1,0,1,NA,26,1,NA,0,8,,,NA,363.4,0,1162177
DARFIELD,51.297,-120.183,BC,7.8,0,1.4,22.5,0,-2.5,0,0,0,0,42.4,0,106,0,8,,,NA,317.1,0,1162265
KAMLOOPS A,50.703,-120.449,BC,10,0,NA,25.3,0,-2.4,0,0,0,NA,17,1,NA,,5,,,NA,251.6,2.6,1163781
KAMLOOPS AUT,50.702,-120.442,BC,10.1,3,NA,24.9,3,-2.5,1,,,NA,12,7,NA,,3,,,NA,222.4,2.5,1163842
RED LAKE,50.935,-120.8,BC,7.3,0,2.8,22,0,-3,0,0,0,0,22.8,0,64,0,7,,,NA,331.4,0,1166658
SILVER CREEK,50.545,-119.35,BC,8.4,0,1.7,20,0,-3,0,0,0,0,56.3,0,115,0,11,,,NA,297.3,0,1167337
VAVENBY,51.576,-119.778,BC,7.5,0,1.9,22,0,-2.5,0,0,0,0,37,0,86,0,8,,,NA,324.8,0,1168520
KAMLOOPS PRATT ROAD,50.6,-120.2,BC,8.3,2,NA,19.5,2,-1,2,0,2,NA,29.2,2,NA,0,9,,,NA,282.6,0,116C8P0
SALMON ARM CS,50.703,-119.291,BC,9,0,1.3,20.7,0,-1.5,0,,,NA,30.2,0,NA,,7,,,NA,278.7,0,116FRMN
GOLDEN A,51.299,-116.982,BC,7.2,4,2.2,18,4,-4.5,4,0,4,NA,21.8,4,NA,,3,,,NA,292.4,0,1173210
GOLDSTREAM RIVER,51.63,-118.425,BC,7.1,0,2.5,19,0,-3,0,0,0,0,114,0,108,0,19,,,NA,338.5,0,1173242
MICA DAM,52.053,-118.585,BC,7.3,7,2,16,4,0,4,0,4,NA,118.4,4,NA,0,16,,,NA,257.9,0,1175122
REVELSTOKE A,50.967,-118.183,BC,8.1,6,NA,17.7,5,-0.9,6,,,NA,54.8,6,NA,,9,,,NA,246.3,0,1176745
REVELSTOKE AIRPORT AUTO,50.958,-118.176,BC,8.5,0,NA,18,0,-0.8,0,,,NA,82.7,0,NA,0,12,,,NA,295.6,0,1176755
YOHO PARK,51.443,-116.345,BC,3.9,0,NA,20.3,0,-7.4,0,,,NA,66.1,0,NA,10,11,,,NA,435.8,0,11790J1
YOHO NP EMERALD LAKE,51.433,-116.541,BC,5.3,6,NA,17,6,-8,6,0,6,NA,49,6,NA,,10,,,NA,317.9,0,117R00G
YOHO NP OHARA LAKE,51.356,-116.337,BC,5.8,28,NA,16,28,-1,28,0,28,NA,6,28,NA,,1,,,NA,36.5,0,117R00H
CHETWYND A,55.687,-121.627,BC,6.3,0,2.3,21.8,0,-8.4,0,13.8,0,72,27.5,0,94,0,5,,,NA,361.3,0,1181508
DAWSON CREEK A,55.742,-120.183,BC,5.5,1,NA,20.2,1,-9.9,0,,,NA,35.7,1,NA,,5,,,NA,374.6,0,1182289
FORT ST. JOHN A,56.238,-120.74,BC,5.8,0,NA,19,0,-7.2,0,2.8,0,NA,24.4,1,NA,0,7,,,NA,379.4,0,1183001
MACKENZIE,55.299,-123.133,BC,5.6,0,NA,20.7,0,-4.7,0,,,NA,0,0,NA,,0,,,NA,383.6,0,1184791
MACKENZIE AIRPORT AUTO,55.305,-123.138,BC,5.7,0,NA,21.3,0,-4.4,0,,,NA,40.5,0,NA,,9,,,NA,379.8,0,1184793
SIKANNI CHIEF,57.25,-122.718,BC,3,13,NA,15.8,13,-11,13,10.8,13,NA,21,13,NA,0,3,,,NA,270.9,0,1187335
DEASE LAKE A,58.422,-130.031,BC,2,0,NA,13.2,0,-8.9,0,,,NA,30.7,0,NA,,9,,,NA,495.5,0,1192341
FORT NELSON A,58.836,-122.597,BC,1.9,0,NA,15.7,0,-9.6,0,10,0,NA,19.5,0,NA,1,6,,,NA,498.5,0,1192946
FORT NELSON,58.841,-122.574,BC,-2.3,26,NA,6.2,26,-9.2,26,,,NA,2.8,26,NA,0,1,,,NA,101.5,0,1192948
FORT NELSON UA,58.841,-122.573,BC,2.8,0,NA,16.5,0,-9,0,5.5,0,NA,13.8,0,NA,1,5,,,NA,471.4,0,1192950
DEASE LAKE (AUT),58.426,-130.025,BC,2,1,NA,13.4,1,-9,0,,,NA,36.4,1,NA,4,10,,,NA,480.3,0,119BLM0
ATLIN,59.567,-133.7,BC,4.2,0,1.6,11.5,0,-6,0,2.8,0,29,35.9,0,96,0,11,,,NA,427.1,0,1200560
PLEASANT CAMP,59.45,-136.367,BC,3.4,0,0.6,12.5,0,-12,0,0,0,0,233.9,0,124,0,18,,,NA,452.4,0,1206197
BURWASH A,61.371,-139.04,YT,-0.9,0,NA,9.5,0,-12.3,0,,,NA,7.6,0,NA,,3,,,NA,585,0,2100181
BURWASH AIRPORT AUTO BC,61.367,-139.017,YT,-1.1,0,NA,9.6,0,-12.6,0,,,NA,7.6,2,NA,2,3,,,NA,591.4,0,2100184
CARMACKS CS,62.115,-136.192,YT,0.8,0,NA,13.9,0,-11,0,,,NA,22.6,0,NA,1,6,,,NA,533.8,0,2100301
FARO (AUT),62.208,-133.376,YT,0.9,0,NA,10.6,0,-9.9,0,,,NA,24.4,0,NA,,7,,,NA,529.8,0,2100518
HAINES JUNCTION,60.773,-137.58,YT,1.1,0,NA,13.5,0,-11.5,0,,,NA,26,0,NA,3,5,,,NA,525.3,0,2100630
HERSCHEL ISLAND,69.568,-138.913,YT,-4.6,1,NA,4.2,1,-20.8,1,,,NA,11.8,1,NA,,3,,,NA,678.8,0,2100636
IVVAVIK NAT. PARK,69.164,-140.15,YT,-9.8,1,NA,0,1,-26,0,,,NA,21.2,1,NA,,9,,,NA,834.4,0,2100660
KOMAKUK BEACH,69.612,-140.197,YT,-7.4,0,NA,3.3,0,-25.9,0,,,NA,,,NA,,,,,NA,787,0,2100682
MACMILLAN PASS,63.244,-130.037,YT,-3.9,0,NA,5.2,0,-15.1,0,,,NA,60.5,0,NA,30,14,,,NA,680.3,0,2100693
MARGARET LAKE,68.801,-140.848,YT,-12,1,NA,-1.3,1,-26.4,0,,,NA,,,NA,,,,,NA,900.7,0,2100697
MAYO A,63.616,-135.868,YT,0.9,0,NA,11.1,0,-7.9,0,12.4,0,NA,47.9,0,NA,,11,,,NA,529.5,0,2100701
MAYO ROAD,60.876,-135.183,YT,2.1,0,2.2,12,0,-11,0,7.2,0,63,25.1,0,108,0,8,,,NA,492.4,0,2100709
OLD CROW RCS,67.571,-139.839,YT,-4.3,17,NA,3.8,17,-13.3,16,,,NA,3.1,17,NA,,2,,,NA,312.8,0,2100805
ROCK RIVER,66.981,-136.218,YT,-6.8,1,NA,2,1,-15.4,0,,,NA,10.8,1,NA,,3,,,NA,743.1,0,2100935
SHINGLE POINT A,68.95,-137.217,YT,-6.6,0,NA,3.2,0,-20.7,0,,,NA,,,NA,,,,,NA,763.8,0,2100950
DAWSON,64.061,-139.127,YT,-0.3,0,NA,8.1,0,-8.9,0,,,NA,34.1,0,NA,7,9,,,NA,567.4,0,2100LRP
TESLIN (AUT),60.167,-132.733,YT,1.4,1,NA,11.7,1,-9.4,0,,,NA,21.4,1,NA,0,4,,,NA,498.1,0,2101102
WATSON LAKE (AUT),60.116,-128.832,YT,0.5,1,NA,11.8,1,-8.4,0,,,NA,31.9,1,NA,4,6,,,NA,523.7,0,2101204
WHITEHORSE A,60.709,-135.067,YT,2.8,0,NA,11.3,0,-8.6,0,,,NA,,,NA,,,,,NA,469.8,0,2101303
WHITEHORSE AUTO,60.733,-135.098,YT,2.8,0,NA,11.4,0,-9.6,0,,,NA,18.7,0,NA,0,5,,,NA,470.9,0,2101310
CAPE PARRY A,70.167,-124.717,NT,-5.7,0,NA,0.7,0,-15.4,0,,,NA,,,NA,,,,,NA,735.4,0,2200675
COLVILLE LAKE,67.021,-126.123,NT,-5.6,5,NA,5.9,3,-19.3,3,,,NA,15.7,6,NA,,7,,,NA,613.4,0,2200824
DELINE CS,65.209,-123.433,NT,-2.9,14,NA,6.2,14,-14.8,14,,,NA,,,NA,15,,,,NA,356.1,0,2201022
DEADMEN VALLEY,61.257,-124.468,NT,0.1,5,NA,11.9,3,-9.8,2,,,NA,,,NA,,,,,NA,466,0,22010H0
FORT GOOD HOPE CS,66.242,-128.644,NT,-1.9,6,NA,10.4,6,-12.3,4,,,NA,31.7,6,NA,,8,,,NA,497.2,0,2201450
FORT LIARD,60.233,-123.467,NT,3.2,0,NA,16,0,-7,0,,,NA,,,NA,,,,,NA,459.5,0,2201579
FORT PROVIDENCE,61.317,-117.602,NT,1.4,0,NA,14,0,-6.9,0,,,NA,,,NA,,,,,NA,515.2,0,2201799
FORT RELIANCE (AUT),62.711,-109.168,NT,-2.6,0,NA,10.4,0,-16.4,0,,,NA,31,0,NA,,9,,,NA,638.2,0,2201903
FORT SIMPSON CLIMATE,61.76,-121.237,NT,0,0,NA,12.2,0,-8.1,0,,,NA,42.6,0,NA,,8,,,NA,556.5,0,2202102
FORT SIMPSON A,61.76,-121.237,NT,0.1,0,NA,12.1,0,-8.1,0,29.8,0,NA,32.8,1,NA,7,8,,,NA,556.3,0,2202103
FORT SMITH A,60.02,-111.962,NT,1.1,0,NA,19,0,-11,0,45.1,1,NA,72.6,1,NA,11,13,,,NA,524.8,0,2202201
FORT SMITH CLIMATE,60.026,-111.929,NT,1.6,3,NA,19.1,3,-10.6,0,,,NA,60.7,3,NA,,9,,,NA,459.9,0,2202202
HANBURY RIVER,63.6,-105.133,NT,-9.2,0,NA,8.7,0,-25.4,0,,,NA,33.9,0,NA,,8,,,NA,844.1,0,2202351
HAY RIVER A,60.84,-115.783,NT,1.6,0,NA,14.4,0,-5,0,2.8,0,NA,42.5,1,NA,1,8,,,NA,507.9,0,2202401
HAY RIVER CLIMATE,60.839,-115.777,NT,2.1,1,NA,14.9,1,-4.6,0,,,NA,36.8,1,NA,,9,,,NA,476.7,0,2202402
INNER WHALEBACKS,61.92,-113.726,NT,1.6,1,NA,7.8,1,-5.6,0,,,NA,17.9,2,NA,,5,,,NA,491.8,0,2202560
INUVIK CLIMATE,68.317,-133.517,NT,-5.7,0,NA,6.8,0,-15.9,0,,,NA,20.7,0,NA,23,6,,,NA,734.4,0,2202578
LAC LA MARTRE,63.134,-117.245,NT,-1.7,0,NA,10.3,0,-13.5,0,,,NA,,,NA,,,,,NA,611,0,2202678
NORMAN WELLS A,65.281,-126.799,NT,-1.6,0,NA,9.2,0,-11.2,0,29.8,1,NA,30.3,2,NA,12,12,,,NA,608.4,0,2202801
NORMAN WELLS CLIMATE,65.288,-126.753,NT,-1.9,1,NA,9.6,1,-15.8,0,,,NA,86,2,NA,,25,,,NA,598.2,0,2202810
PAULATUK,69.358,-124.083,NT,-6.7,2,NA,3.5,2,-16.1,1,,,NA,7.4,2,NA,1,1,,,NA,716.8,0,2203058
RABBIT KETTLE,61.963,-127.209,NT,-1.1,6,NA,10.2,6,-11.7,2,,,NA,,,NA,,,,,NA,476.4,0,2203342
TUKTOYAKTUK,69.433,-133.017,NT,-5.2,0,NA,3.7,0,-17.4,0,,,NA,,,NA,,,,,NA,719.9,0,2203914
YELLOWKNIFE A,62.463,-114.44,NT,-1.2,0,NA,12.4,0,-11.1,0,28.8,1,NA,25.8,1,NA,7,11,,,NA,595,0,2204101
YELLOWKNIFE-HENDERSON,62.45,-114.383,NT,-1,0,NA,10.5,0,-11,0,16.4,0,NA,21,0,NA,7,10,,,NA,587.5,0,2204110
LIVERPOOL BAY,69.604,-130.911,NT,-6.5,2,NA,2,2,-16.3,0,,,NA,,,NA,,,,,NA,709.1,0,220B68C
LITTLE CHICAGO,67.179,-130.228,NT,-3.5,0,NA,10,0,-13.7,0,,,NA,,,NA,,,,,NA,665.9,0,220B6Q3
LUTSELK'E CS,62.416,-110.69,NT,-2,0,NA,14.6,0,-19.3,0,,,NA,,,NA,,,,,NA,620,0,220L002
LOWER CARP LAKE,63.603,-113.863,NT,-3.8,4,NA,12.4,3,-17.9,2,,,NA,,,NA,,,,,NA,588.9,0,220N004
TRAIL VALLEY,68.746,-133.502,NT,-6.2,0,NA,5.1,0,-17.3,0,,,NA,15,0,NA,,4,,,NA,751.1,0,220N005
ARVIAT A,61.094,-94.072,NU,-4.4,2,NA,18.3,2,-19.9,2,,,NA,29.6,2,NA,,5,,,NA,649.1,0,2300427
BAKER LAKE CLIMATE,64.317,-96,NU,-8,0,NA,13.5,0,-21.1,0,,,NA,20.6,0,NA,2,7,,,NA,806.3,0,2300501
BAKER LAKE A,64.299,-96.078,NU,-7.8,0,NA,13.6,0,-21.1,0,14.6,2,NA,21.4,1,NA,6,8,,,NA,798.3,0,2300503
BATHURST INLET,66.838,-108.015,NU,-6.8,0,NA,10.5,0,-19.2,0,,,NA,12,1,NA,,4,,,NA,769.9,0,2300551
KUGLUKTUK A,67.817,-115.144,NU,-7.3,0,NA,6.1,0,-21.7,0,26.3,0,NA,8.2,0,NA,11,1,,,NA,782.8,0,2300903
KUGLUKTUK CLIMATE,67.817,-115.135,NU,-7.2,0,NA,6.2,0,-21.6,0,,,NA,12.5,0,NA,,3,,,NA,779.8,0,2300904
CORAL HARBOUR A,64.193,-83.359,NU,-8.2,0,NA,7,0,-22.8,0,16,0,NA,19.7,0,NA,8,6,,,NA,813.4,0,2301002
CORAL HARBOUR RCS,64.333,-83.617,NU,-8.3,2,NA,6.9,1,-22.1,2,,,NA,13.6,2,NA,3,4,,,NA,762.9,0,2301010
ENNADAI LAKE (AUT),61.132,-100.884,NU,-4.9,3,NA,17.2,3,-19.7,2,,,NA,24.7,3,NA,3,6,,,NA,640.3,0,2301102
ARVIAT CLIMATE,61.1,-94.067,NU,-4.4,1,NA,18.1,1,-19.9,0,,,NA,47.1,1,NA,6,15,,,NA,672.6,0,2301153
GJOA HAVEN A,68.636,-95.85,NU,-11.5,5,NA,-1.5,5,-21.5,5,,,NA,1.4,1,NA,,1,,,NA,766,0,2302337
GJOA HAVEN CLIMATE,68.636,-95.85,NU,-9.8,0,NA,3.1,0,-21.8,0,,,NA,8.5,0,NA,18,1,,,NA,860.3,0,2302340
HAT ISLAND,68.318,-100.087,NU,-7.8,0,NA,3.6,0,-19.4,0,,,NA,,,NA,,,,,NA,800.7,0,2302370
CAM FOUR,68.437,-89.726,NU,-11.9,0,NA,2.9,0,-25.1,0,,,NA,,,NA,,,,,NA,928.1,0,2303093
KUGAARUK CLIMATE,68.538,-89.796,NU,-10.6,1,NA,1,1,-24.9,0,,,NA,6.6,1,NA,,2,,,NA,858,0,2303094
RANKIN INLET A,62.811,-92.115,NU,-6.2,0,NA,13.3,0,-21.1,0,27.4,0,NA,20.6,3,NA,9,7,,,NA,748.7,0,2303405
SANIKILUAQ,56.537,-79.26,NU,0.8,0,NA,10.3,0,-5.5,0,,,NA,31,0,NA,,9,,,NA,533,0,2303668
SHEPHERD BAY A,68.817,-93.433,NU,-11.1,0,NA,3.3,0,-26.2,0,,,NA,,,NA,,,,,NA,901.6,0,2303685
CROKER RIVER,69.276,-119.219,NU,-7.9,0,NA,3.7,0,-19,0,,,NA,,,NA,,,,,NA,802.1,0,230J01Q
LUPIN CS,65.755,-111.246,NU,-10,4,NA,4.7,3,-24.6,1,,,NA,17.9,17,NA,,6,,,NA,756.1,0,230N002
ALERT CLIMATE,82.5,-62.333,NU,-15.3,0,NA,-0.7,0,-27,0,,,NA,14.6,0,NA,4,4,,,NA,1031.8,0,2400305
ALERT UA,82.5,-62.333,NU,,,NA,,,,,21.2,0,NA,13,0,NA,4,5,,,NA,,,2400306
ARCTIC BAY CS,72.993,-85.012,NU,-8.7,27,NA,0.4,26,-19.6,17,,,NA,0,30,NA,0,0,,,NA,106.9,0,2400404
BREVOORT ISLAND,63.34,-64.146,NU,-5.9,0,NA,4.5,0,-13.9,0,,,NA,,,NA,,,,,NA,740.9,0,2400565
FOX FIVE,67.536,-63.789,NU,-8.1,2,NA,2.1,1,-15.9,1,,,NA,,,NA,,,,,NA,757.5,0,2400570
QIKIQTARJUAQ CLIMATE,67.547,-64.033,NU,-5.3,0,NA,7.5,0,-14.1,0,,,NA,13.9,1,NA,14,3,,,NA,721.3,0,2400573
QIKIQTARJUAQ A,67.547,-64.032,NU,-5.1,0,NA,7.3,0,-13.8,0,,,NA,5.1,0,NA,,1,,,NA,716.2,0,2400577
CAMBRIDGE BAY A,69.108,-105.137,NU,-10.4,0,NA,4.2,0,-32,0,15,1,NA,12.2,2,NA,7,5,,,NA,881.4,0,2400601
CAMBRIDGE BAY GSN,69.108,-105.138,NU,-10.1,0,NA,4,0,-26.2,0,,,NA,8.8,0,NA,,2,,,NA,870.3,0,2400602
CAPE DORSET CLIMATE,64.231,-76.53,NU,-3.5,10,NA,4.6,10,-8.9,10,,,NA,11.2,11,NA,,2,,,NA,452.5,0,2400636
CAPE DORSET A,64.23,-76.525,NU,-6,4,NA,-0.1,4,-15.1,4,,,NA,9.6,4,NA,,5,,,NA,647.8,0,2400637
CAPE DYER,66.65,-61.383,NU,-8.8,0,NA,4.5,0,-18.9,0,,,NA,,,NA,,,,,NA,830.7,0,2400650
CAPE HOOPER,68.473,-66.815,NU,-7.6,1,NA,1.9,1,-18.7,0,,,NA,,,NA,,,,,NA,768.3,0,2400660
CAPE PEEL WEST,69.036,-107.823,NU,-12.3,2,NA,2.4,2,-24.2,0,,,NA,,,NA,,,,,NA,877.4,0,2400697
CLYDE RIVER CLIMATE,70.483,-68.517,NU,-7.6,23,NA,2.8,23,-16.8,22,,,NA,16.8,12,NA,,5,,,NA,204.4,0,2400802
CLYDE RIVER A,70.486,-68.517,NU,-7.3,2,NA,3.2,2,-22,2,,,NA,7.6,2,NA,,4,,,NA,732.6,0,2400804
CAPE MERCY,64.958,-63.578,NU,-8.3,1,NA,-1.5,0,-16.8,1,,,NA,,,NA,,,,,NA,789.5,0,2400F63
DEWAR LAKES,68.65,-71.167,NU,-10.9,1,NA,-1.4,1,-28.3,0,,,NA,,,NA,,,,,NA,867,0,2401030
EUREKA CLIMATE,79.989,-85.934,NU,-18.5,0,NA,-0.4,0,-31.7,0,,,NA,7.8,0,NA,3,3,,,NA,1131.5,0,2401199
EUREKA A,79.983,-85.933,NU,-18.6,0,2.1,-0.4,0,-31.6,0,15.8,0,145,10.4,0,136,12,4,,,NA,1134,0,2401200
FORT ROSS,72.018,-94.198,NU,-9.8,2,NA,0.4,1,-18.9,1,,,NA,13.6,4,NA,,3,,,NA,805.4,0,2402051
GATESHEAD ISLAND,70.633,-100.267,NU,-9.7,0,NA,1.7,0,-21.1,0,,,NA,4.1,0,NA,,1,,,NA,857.6,0,2402332
HALL BEACH CLIMATE,68.776,-81.244,NU,-8.3,0,NA,3.8,0,-23.7,0,,,NA,20.2,0,NA,,6,,,NA,815.8,0,2402353
HALL BEACH A,68.776,-81.243,NU,-6.4,0,NA,5,0,-23.6,0,,,NA,10.7,1,NA,,3,,,NA,757.5,0,2402354
IQALUIT CLIMATE,63.747,-68.544,NU,-4.8,0,NA,9.1,0,-20.5,0,,,NA,9.7,0,NA,7,4,,,NA,705.5,0,2402592
IQALUIT UA,63.75,-68.55,NU,,,NA,,,,,30.4,0,NA,31.6,0,NA,11,8,,,NA,,,2402594
ISACHSEN (AUT),78.792,-103.554,NU,-13.3,26,NA,-4.5,26,-20.1,22,,,NA,0.8,27,NA,,0,,,NA,156.6,0,2402604
PANGNIRTUNG,66.143,-65.711,NU,-6.1,0,NA,3.3,0,-16.2,0,,,NA,25.4,0,NA,8,5,,,NA,746.1,0,2403049
POND INLET CLIMATE,72.693,-77.958,NU,-8.5,0,NA,2.2,0,-20.4,0,,,NA,45.2,0,NA,10,9,,,NA,821.1,0,2403204
POND INLET A,72.689,-77.969,NU,-8.2,3,NA,2.6,3,-19.7,3,,,NA,7.3,3,NA,,1,,,NA,732.4,0,2403206
REA POINT,75.377,-105.715,NU,-14.1,6,NA,-1.2,3,-26.5,3,,,NA,,,NA,,,,,NA,803.3,0,2403450
RESOLUTE BAY A,74.717,-94.969,NU,-12.9,0,NA,3.6,0,-25.4,0,116.9,1,NA,60.5,1,NA,20,11,,,NA,959.4,0,2403498
RESOLUTE CS,74.716,-94.983,NU,-10.3,11,NA,0.6,11,-24.2,10,,,NA,20.7,11,NA,,7,,,NA,566.2,0,2403505
RESOLUTION ISLAND,61.6,-64.633,NU,-4.9,0,NA,7.6,0,-12,0,,,NA,,,NA,,,,,NA,710,0,2403602
